FID,ogc_fid,wkb_geometry,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon,referencia,direccion,lat,lon
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4195,10988,POINT (369169.8470311156 4065181.490351315),MLG0486,doctor miguel diaz recio,,,,,-1,0,-1,,,MLG0486,doctor miguel diaz recio,36.723330,-4.465060
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4194,10989,POINT (369440.8812180361 4065217.7407121244),MLG0487,del Capitán,,,,,-1,0,-1,,,MLG0487,del Capitán,36.723694,-4.462032
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4193,10990,POINT (369448.129941196 4064978.6130251894),MLG0488,juan de robles versus calle carril del ,,,,,-1,0,-1,,,MLG0488,juan de robles versus calle carril del,36.721540,-4.461910
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4192,10991,POINT (369507.33574625367 4064813.3717779554),MLG0489,del Capitán,,,,,-1,0,-1,,,MLG0489,del Capitán,36.720059,-4.461219
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4191,10992,POINT (369588.99956287653 4064960.929597177),MLG0490,mesonero romanos,,,,,-1,0,-1,,,MLG0490,mesonero romanos,36.721400,-4.460330
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4190,10993,POINT (369545.87865132355 4065237.887924889),MLG0491,mesonero romanos,,,,,-1,0,-1,,,MLG0491,mesonero romanos,36.723890,-4.460860
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-418f,10994,POINT (367073.5964645257 4064910.869267939),MLG0492,Maria Barrientos,,,,,-1,0,-1,,,MLG0492,Maria Barrientos,36.720600,-4.488480
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-418e,10995,POINT (367494.35935307294 4065119.504196631),MLG0493,Esquilo,,,,,-1,0,-1,,,MLG0493,Esquilo,36.722539,-4.483806
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-418d,10996,POINT (367530.05321596673 4065197.8477961444),MLG0494,Aristófanes,,,,,-1,0,-1,,,MLG0494,Aristófanes,36.723250,-4.483420
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-418c,10997,POINT (367604.8357057789 4065071.854156323),MLG0495,Aristófanes,,,,,-1,0,-1,,,MLG0495,Aristófanes,36.722125,-4.482561
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-418b,10998,POINT (367678.27364333865 4065211.0890623285),MLG0496,Esquilo,,,,,-1,0,-1,,,MLG0496,Esquilo,36.723390,-4.481763
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-418a,10999,POINT (367832.78189156885 4065249.7577254237),MLG0497,De Parménides,,,,,-1,0,-1,,,MLG0497,De Parménides,36.723760,-4.480040
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4189,11000,POINT (368202.7885487677 4065447.8919930775),MLG0498,Poeta Aurora de Albornoz,,,,,-1,0,-1,,,MLG0498,Poeta Aurora de Albornoz,36.725597,-4.475932
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4188,11001,POINT (367653.84622196987 4065445.1598933483),MLG0499,María Casares,,,,,-1,0,-1,,,MLG0499,María Casares,36.725496,-4.482077
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4187,11002,POINT (367295.3729743307 4065386.797394832),MLG0500,María Victoria Atencia VS Poeta ,,,,,-1,0,-1,,,MLG0500,María Victoria Atencia VS Poeta,36.724920,-4.486080
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4186,11003,POINT (367991.31250365183 4065323.432027682),MLG0501,Navarro Ledesma,,,,,-1,0,-1,,,MLG0501,Navarro Ledesma,36.724446,-4.478278
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4185,11004,POINT (367978.609389169 4065206.4488904383),MLG0502,Esquilo VS Parque Doctor Rodríguez ,,,,,-1,0,-1,,,MLG0502,Esquilo VS Parque Doctor Rodríguez,36.723390,-4.478400
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4184,11005,POINT (367967.1763139922 4065102.3181302007),MLG0503,Sófocles VS Parque Doctor Rodríguez ,,,,,-1,0,-1,,,MLG0503,Sófocles VS Parque Doctor Rodríguez,36.722450,-4.478510
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4183,11006,POINT (367842.2150919193 4065108.686201466),MLG0504,de Parménides VS Sófocles,,,,,-1,0,-1,,,MLG0504,de Parménides VS Sófocles,36.722490,-4.479910
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4182,11007,POINT (368205.0404501903 4065118.624129202),MLG0505,Antígono,,,,,-1,0,-1,,,MLG0505,Antígono,36.722630,-4.475850
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4181,11008,POINT (368169.2251003123 4065460.948235949),MLG0506,Poeta Aurora de Albornoz,,,,,-1,0,-1,,,MLG0506,Poeta Aurora de Albornoz,36.725710,-4.476310
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4180,11009,POINT (368472.56582678907 4065437.414681284),MLG0507,Escritora Carmen Conde,,,,,-1,0,-1,,,MLG0507,Escritora Carmen Conde,36.725540,-4.472910
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-417f,11010,POINT (368392.91658065724 4065323.125246741),MLG0508,Navarro Ledesma,,,,,-1,0,-1,,,MLG0508,Navarro Ledesma,36.724499,-4.473782
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-417e,11011,POINT (368492.16468554724 4065085.354810227),MLG0509,José Rivera,,,,,-1,0,-1,,,MLG0509,José Rivera,36.722370,-4.472630
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-417d,11012,POINT (369274.2070957765 4065615.7632888523),MLG0510,Juan Francés Bosca,,,,,-1,0,-1,,,MLG0510,Juan Francés Bosca,36.727258,-4.463966
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-417c,11013,POINT (369193.5717116165 4065506.253446859),MLG0511,Juan Rihuerga,,,,,-1,0,-1,,,MLG0511,Juan Rihuerga,36.726260,-4.464850
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-417b,11014,POINT (369006.41040424217 4065533.5297612897),MLG0512,Tomayo y Baus,,,,,-1,0,-1,,,MLG0512,Tomayo y Baus,36.726480,-4.466950
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-417a,11015,POINT (369260.1417299302 4065303.2804426225),MLG0513,Juan Turina,,,,,-1,0,-1,,,MLG0513,Juan Turina,36.724440,-4.464070
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4179,11016,POINT (369144.2155694147 4065316.149389772),MLG0514,Del Doctor Manuel Díaz Recio,,,,,-1,0,-1,,,MLG0514,Del Doctor Manuel Díaz Recio,36.724540,-4.465370
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4178,11017,POINT (366324.20232970035 4064287.819990035),MLG0515,Arquitecto Francisco Peñalosa s/n,,,,,-1,0,-1,,,MLG0515,Arquitecto Francisco Peñalosa s/n,36.714880,-4.496760
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4177,11018,POINT (368049.89691380184 4064384.208017137),MLG0516,Boulevard Louis Pasteur s/n,,,,,-1,0,-1,,,MLG0516,Boulevard Louis Pasteur s/n,36.715990,-4.477460
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4176,11019,POINT (368482.52887566155 4064167.824587182),MLG0517,Leon Tolstoi s/n,,,,,-1,0,-1,,,MLG0517,Leon Tolstoi s/n,36.714100,-4.472580
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4175,11020,POINT (371428.3678341146 4064159.1223430554),MLG0518,Horacio Lengo,,,,,-1,0,-1,,,MLG0518,Horacio Lengo,36.714425,-4.439604
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4174,11021,POINT (369006.379111568 4064306.262928664),MLG0519,Doctor Manuel Dominguez,,,,,-1,0,-1,,,MLG0519,Doctor Manuel Dominguez,36.715420,-4.466740
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4173,11022,POINT (368347.2345107154 4064490.593043599),MLG0520,Boulevar Louis Pasteur s/n,,,,,-1,0,-1,,,MLG0520,Boulevar Louis Pasteur s/n,36.716990,-4.474150
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4172,11023,POINT (369141.03920506843 4063764.9163223426),MLG0521,Quasimodo,,,,,-1,0,-1,,,MLG0521,Quasimodo,36.710560,-4.465140
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4171,11024,POINT (369491.5682984817 4063843.896813093),MLG0522,Pierrot,,,,,-1,0,-1,,,MLG0522,Pierrot,36.711320,-4.461230
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4170,11025,POINT (369249.60358031455 4063736.6257388177),MLG0523,Hamlet vs Eugenio Oneguin,,,,,-1,0,-1,,,MLG0523,Hamlet vs Eugenio Oneguin,36.710320,-4.463920
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-416f,11026,POINT (369387.9711183087 4063553.641671682),MLG0524,Max Estrella s/n,,,,,-1,0,-1,,,MLG0524,Max Estrella s/n,36.708690,-4.462340
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-416e,11027,POINT (369383.7729556998 4063869.842376249),MLG0525,Pierrot,,,,,-1,0,-1,,,MLG0525,Pierrot,36.711539,-4.462441
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-416d,11028,POINT (369056.5581556442 4064403.698411547),MLG0526,Franz Kafka,,,,,-1,0,-1,,,MLG0526,Franz Kafka,36.716305,-4.466195
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-416c,11029,POINT (369569.9750366241 4064650.519952387),MLG0527,Boulevar Louis Pasteur vs Frank ,,,,,-1,0,-1,,,MLG0527,Boulevar Louis Pasteur vs Frank,36.718600,-4.460490
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-416b,11030,POINT (369439.43236122525 4064701.3351478884),MLG0528,Mallarmé,,,,,-1,0,-1,,,MLG0528,Mallarmé,36.719040,-4.461960
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-416a,11031,POINT (369337.2772835322 4064446.567138728),MLG0529,Gregorio Prieto vs Franz Kafka,,,,,-1,0,-1,,,MLG0529,Gregorio Prieto vs Franz Kafka,36.716730,-4.463060
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4169,11032,POINT (369435.69059884665 4064321.450875338),MLG0530,Pirandello,,,,,-1,0,-1,,,MLG0530,Pirandello,36.715616,-4.461937
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4168,11033,POINT (369270.87661466567 4064953.5785735757),MLG0531,Juan de Robles,,,,,-1,0,-1,,,MLG0531,Juan de Robles,36.721290,-4.463890
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4167,11034,POINT (369207.7245408634 4064994.712887436),MLG0532,Maestro Jiménez,,,,,-1,0,-1,,,MLG0532,Maestro Jiménez,36.721652,-4.464604
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4166,11035,POINT (367572.25088381616 4064923.1101423805),MLG0533,Plutarco,,,,,-1,0,-1,,,MLG0533,Plutarco,36.720780,-4.482900
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4165,11036,POINT (367647.9067644493 4064847.5927278786),MLG0534,Aristófanes,,,,,-1,0,-1,,,MLG0534,Aristófanes,36.720110,-4.482040
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4164,11037,POINT (367871.4807768725 4065094.918341123),MLG0535,Sófocles,,,,,-1,0,-1,,,MLG0535,Sófocles,36.722370,-4.479580
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4163,11038,POINT (367944.69220383675 4064901.4854352023),MLG0536,Píndaro,,,,,-1,0,-1,,,MLG0536,Píndaro,36.720637,-4.478727
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4162,11039,POINT (368193.44766694884 4065119.9123793165),MLG0537,Antígona,,,,,-1,0,-1,,,MLG0537,Antígona,36.722640,-4.475980
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4161,11040,POINT (368161.87656131457 4064943.5206641657),MLG0538,de Plutarco,,,,,-1,0,-1,,,MLG0538,de Plutarco,36.721046,-4.476303
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4160,11041,POINT (368328.3913738129 4065065.680883301),MLG0539,Margarita Xirgu vs Calle Eolo,,,,,-1,0,-1,,,MLG0539,Margarita Xirgu vs Calle Eolo,36.722170,-4.474460
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-415f,11042,POINT (368073.7871514476 4065527.889018769),MLG0540,del editor Ángel Caffarena,,,,,-1,0,-1,,,MLG0540,del editor Ángel Caffarena,36.726300,-4.477390
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-415e,11043,POINT (368539.58558793133 4065154.3118863767),MLG0541,de Carmen Laforet,,,,,-1,0,-1,,,MLG0541,de Carmen Laforet,36.722998,-4.472111
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-415d,11044,POINT (368917.1541289008 4065263.9214666123),MLG0542,Antonio Raíz,,,,,-1,0,-1,,,MLG0542,Antonio Raíz,36.724038,-4.467903
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-415c,11045,POINT (369254.4894944141 4065401.015530018),MLG0543,Manuel Rivadeneyra,,,,,-1,0,-1,,,MLG0543,Manuel Rivadeneyra,36.725320,-4.464150
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-415b,11046,POINT (368997.53665316827 4065712.318702459),MLG0544,Tamayo y Baus,,,,,-1,0,-1,,,MLG0544,Tamayo y Baus,36.728090,-4.467080
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-415a,11047,POINT (368904.79096854874 4065896.831452628),MLG0545,Nuza,,,,,-1,0,-1,,,MLG0545,Nuza,36.729740,-4.468150
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4159,11048,POINT (371240.58182814624 4065725.9730293117),MLG0546,Suárez,,,,,-1,0,-1,,,MLG0546,Suárez,36.728520,-4.441970
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4158,11049,POINT (371919.11243254226 4065765.718889921),MLG0547,Blas de Lezo,,,,,-1,0,-1,,,MLG0547,Blas de Lezo,36.728970,-4.434380
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4157,11050,POINT (371902.99330930377 4065685.401109177),MLG0548,Blas de Lezo,,,,,-1,0,-1,,,MLG0548,Blas de Lezo,36.728244,-4.434547
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4156,11051,POINT (371791.40012456145 4065587.872064943),MLG0549,Suárez,,,,,-1,0,-1,,,MLG0549,Suárez,36.727350,-4.435780
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4155,11052,POINT (371763.8332962382 4065596.0527172475),MLG0550,camino suarez,,,,,-1,0,-1,,,MLG0550,camino suarez,36.727420,-4.436090
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4154,11053,POINT (371642.9290079691 4065753.214618425),MLG0551,Moret,,,,,-1,0,-1,,,MLG0551,Moret,36.728820,-4.437470
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4153,11054,POINT (371691.6203271154 4065754.0375376134),MLG0552,Segismundo Moret,,,,,-1,0,-1,,,MLG0552,Segismundo Moret,36.728834,-4.436925
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4152,11055,POINT (371829.6947685852 4065937.9415469067),MLG0553,Arroyo de los Ángeles,,,,,-1,0,-1,,,MLG0553,Arroyo de los Ángeles,36.730510,-4.435410
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4151,11056,POINT (371650.890080769 4065986.117896168),MLG0554,Carraca VS Pacheco,,,,,-1,0,-1,,,MLG0554,Carraca VS Pacheco,36.730920,-4.437420
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4150,11057,POINT (371535.54355878005 4065799.212114455),MLG0555,Arturo Reyes,,,,,-1,0,-1,,,MLG0555,Arturo Reyes,36.729220,-4.438680
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-414f,11058,POINT (371509.0520055603 4065617.2974122087),MLG0556,Suárez,,,,,-1,0,-1,,,MLG0556,Suárez,36.727577,-4.438946
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-414e,11059,POINT (371335.29791557544 4065669.066044853),MLG0557,Barón de Les,,,,,-1,0,-1,,,MLG0557,Barón de Les,36.728020,-4.440900
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-414d,11060,POINT (368938.1556804409 4065043.002112866),MLG0558,Pablo Gargallo vs Antonio Raiz,,,,,-1,0,-1,,,MLG0558,Pablo Gargallo vs Antonio Raiz,36.722050,-4.467630
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-414c,11061,POINT (368746.208016189 4065160.6822670535),MLG0559,Diego Fernández Mendoza,,,,,-1,0,-1,,,MLG0559,Diego Fernández Mendoza,36.723084,-4.469799
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-414b,11062,POINT (369113.64201885107 4065063.5071336627),MLG0560,Andrés Bernáldez,,,,,-1,0,-1,,,MLG0560,Andrés Bernáldez,36.722259,-4.465669
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-414a,11063,POINT (369436.35062085633 4064967.6963534444),MLG0561,Juan de Robles vs Orson Wells,,,,,-1,0,-1,,,MLG0561,Juan de Robles vs Orson Wells,36.721440,-4.462040
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4149,11064,POINT (369618.3638798258 4064836.202197249),MLG0562,Mesonero Romanos vs Plaza Pintor ,,,,,-1,0,-1,,,MLG0562,Mesonero Romanos vs Plaza Pintor,36.720280,-4.459980
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4148,11065,POINT (369576.06657434563 4065108.709130225),MLG0563,Mesonero Romanos vs Juan de Robles,,,,,-1,0,-1,,,MLG0563,Mesonero Romanos vs Juan de Robles,36.722730,-4.460500
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4147,11066,POINT (369834.3095317911 4064938.3299754695),MLG0564,James Joyce,,,,,-1,0,-1,,,MLG0564,James Joyce,36.721230,-4.457580
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4146,11067,POINT (371281.60072214226 4064949.7220419394),MLG0565,Martinez Maldonado,,,,,-1,0,-1,,,MLG0565,Martinez Maldonado,36.721530,-4.441380
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4145,11068,POINT (372007.7356675108 4064937.1636297004),MLG0566,Martínez Maldonado,,,,,-1,0,-1,,,MLG0566,Martínez Maldonado,36.721515,-4.433249
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4144,11069,POINT (371999.0695504576 4065211.7044898085),MLG0567,Rafaela,,,,,-1,0,-1,,,MLG0567,Rafaela,36.723988,-4.433392
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4143,11070,POINT (371924.38730794995 4065760.091749958),MLG0568,Blas de Lezo,,,,,-1,0,-1,,,MLG0568,Blas de Lezo,36.728920,-4.434320
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4142,11071,POINT (371863.5133401276 4065512.4462493486),MLG0569,Eugenio Gross vs c/Velarde,,,,,-1,0,-1,,,MLG0569,Eugenio Gross vs c/Velarde,36.726680,-4.434960
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4141,11072,POINT (371803.0733222938 4065562.175599172),MLG0570,de Suárez,,,,,-1,0,-1,,,MLG0570,de Suárez,36.727120,-4.435645
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4140,11073,POINT (371642.1726568766 4065464.7217256106),MLG0571,Martinez de la Rosa,,,,,-1,0,-1,,,MLG0571,Martinez de la Rosa,36.726220,-4.437430
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-413f,11074,POINT (371094.4582993363 4065097.901680539),MLG0572,juanita reina s/n,,,,,-1,0,-1,,,MLG0572,juanita reina s/n,36.722840,-4.443500
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-413e,11075,POINT (372009.1014194765 4065392.6458742004),MLG0573,martinez de la rosa,,,,,-1,0,-1,,,MLG0573,martinez de la rosa,36.725620,-4.433310
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-413d,11076,POINT (371870.7536523504 4065697.646079734),MLG0574,Pasaje del Hospital,,,,,-1,0,-1,,,MLG0574,Pasaje del Hospital,36.728350,-4.434910
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-413c,11077,POINT (371758.75504057796 4065561.175474654),MLG0575,Suárez,,,,,-1,0,-1,,,MLG0575,Suárez,36.727105,-4.436141
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-413b,11078,POINT (371554.43588307046 4065504.8758312277),MLG0576,Martínez de la Rosa,,,,,-1,0,-1,,,MLG0576,Martínez de la Rosa,36.726570,-4.438419
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-413a,11079,POINT (371715.450316222 4065466.9513626434),MLG0577,martinez de la rosa,,,,,-1,0,-1,,,MLG0577,martinez de la rosa,36.726250,-4.436610
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4139,11080,POINT (371847.16865475784 4065435.016981862),MLG0578,martinez de la rosa versus eugenio ,,,,,-1,0,-1,,,MLG0578,martinez de la rosa versus eugenio,36.725980,-4.435130
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4138,11081,POINT (371091.19525278074 4065231.1069181142),MLG0579,Magistrado Salvador Barbera,,,,,-1,0,-1,,,MLG0579,Magistrado Salvador Barbera,36.724040,-4.443559
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4137,11082,POINT (371760.432202711 4065071.248443999),MLG0580,igueldo,,,,,-1,0,-1,,,MLG0580,igueldo,36.722690,-4.436040
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4136,11083,POINT (371743.6266632948 4065195.557040986),MLG0581,Eduardo San Martin,,,,,-1,0,-1,,,MLG0581,Eduardo San Martin,36.723808,-4.436249
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4135,11084,POINT (371650.5252959676 4065307.0287541896),MLG0582,jose maria coopello versus calle ,,,,,-1,0,-1,,,MLG0582,jose maria coopello versus calle,36.724800,-4.437310
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4134,11085,POINT (371561.79810628085 4065084.9916539905),MLG0583,Gorbea,,,,,-1,0,-1,,,MLG0583,Gorbea,36.722787,-4.438266
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4133,11086,POINT (371673.9005812096 4065156.323086151),MLG0584,Aránzazu,,,,,-1,0,-1,,,MLG0584,Aránzazu,36.723445,-4.437023
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4132,11087,POINT (371344.41784425493 4065081.7111274046),MLG0585,Sondalezas,,,,,-1,0,-1,,,MLG0585,Sondalezas,36.722728,-4.440699
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4131,11088,POINT (371050.23231675284 4065713.5276580653),MLG0586,Albacete,,,,,-1,0,-1,,,MLG0586,Albacete,36.728382,-4.444099
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4130,11089,POINT (371097.6728894602 4065809.128890934),MLG0587,Rotonda de Suárez,,,,,-1,0,-1,,,MLG0587,Rotonda de Suárez,36.729250,-4.443584
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-412f,11090,POINT (371307.49902032566 4065905.1704797987),MLG0588,Miraflores de los Ángeles,,,,,-1,0,-1,,,MLG0588,Miraflores de los Ángeles,36.730144,-4.441251
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-412e,11091,POINT (371414.7381448256 4065962.4790845597),MLG0589,Miraflores de los Ángeles,,,,,-1,0,-1,,,MLG0589,Miraflores de los Ángeles,36.730675,-4.440060
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-412d,11092,POINT (371656.4703404399 4066060.379522644),MLG0590,Nuestra Señora de los clarines,,,,,-1,0,-1,,,MLG0590,Nuestra Señora de los clarines,36.731590,-4.437370
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-412c,11093,POINT (371590.38384741533 4066007.332409761),MLG0591,Nuestra Señora de los Clarines,,,,,-1,0,-1,,,MLG0591,Nuestra Señora de los Clarines,36.731103,-4.438101
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-412b,11094,POINT (371479.80936475744 4065894.3682092237),MLG0592,Nuestra Señora de los clarines,,,,,-1,0,-1,,,MLG0592,Nuestra Señora de los clarines,36.730070,-4.439320
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-412a,11095,POINT (371502.90772250085 4065880.1507382384),MLG0593,Arturo Reyes,,,,,-1,0,-1,,,MLG0593,Arturo Reyes,36.729945,-4.439059
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4129,11096,POINT (371413.98741726833 4065781.842052295),MLG0594,Cabas Galván,,,,,-1,0,-1,,,MLG0594,Cabas Galván,36.729047,-4.440038
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4128,11097,POINT (371349.7371173392 4065821.4234678764),MLG0595,Juan Antonio Tercero,,,,,-1,0,-1,,,MLG0595,Juan Antonio Tercero,36.729395,-4.440764
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4127,11098,POINT (370816.8920316817 4066000.8937195935),MLG0596,pedro salinas cruce con plaza luis ,,,,,-1,0,-1,,,MLG0596,pedro salinas cruce con plaza luis,36.730940,-4.446760
